iter	RMSE
788	1.272615119
789	1.270847412
790	1.269640399
791	1.267702583
792	1.267419806
793	1.266690129
794	1.264664073
795	1.262285048
796	1.260688802
797	1.259312844
798	1.25781378
799	1.257582458
800	1.256624021
801	1.253956447
802	1.253474924
803	1.252710016
804	1.252488973
805	1.251534023
806	1.250374014
807	1.248835609
808	1.247794167
809	1.245630542
810	1.244282645
811	1.241849553
812	1.240312272
813	1.23902082
814	1.237473098
815	1.235091559
816	1.233186212
817	1.231163302
818	1.230326088
819	1.228098341
820	1.226495275
821	1.224487239
822	1.223269689
823	1.22137112
824	1.219925033
825	1.218359231
826	1.217812226
827	1.216078851
828	1.214274106
829	1.213597858
830	1.212627871
831	1.210014979
832	1.208075026
833	1.205892785
834	1.203730579
835	1.203162721
836	1.201944046
837	1.20173283
838	1.200478518
839	1.198641569
840	1.197402039
841	1.196210196
842	1.194071873
843	1.192620894
844	1.190071781
845	1.188315906
846	1.187574928
847	1.187353619
848	1.185410163
849	1.18441437
850	1.18249562
851	1.180573425
852	1.179197986
853	1.177201522
854	1.174838515
855	1.173255909
856	1.172523156
857	1.170383905
858	1.170101916
859	1.168359476
860	1.167566114
861	1.167078771
862	1.166460984
863	1.164794403
864	1.162266884
865	1.161994401
866	1.160657662
867	1.158803
868	1.156729725
869	1.154869544
870	1.152406939
871	1.150918625
872	1.14947256
873	1.147534765
874	1.146226031
875	1.145835512
876	1.144844799
877	1.143004113
878	1.141141182
879	1.13996971
880	1.137966116
881	1.136711131
882	1.135374225
883	1.133365981
884	1.132900874
885	1.130668113
886	1.129056248
887	1.126924285
888	1.126724712
889	1.124745505
890	1.123670936
891	1.12205897
892	1.121551711
893	1.119971583
894	1.118400185
895	1.117655157
896	1.116953553
897	1.11632349
898	1.114969256
899	1.114249207
900	1.113106092
901	1.110923912
902	1.110405011
903	1.108410672
904	1.106666033
905	1.105476954
906	1.105081297
907	1.103720135
908	1.10175769
909	1.099867906
910	1.098336472
911	1.096496721
912	1.094656353
913	1.092796925
914	1.092558101
915	1.092232307
916	1.09147073
917	1.089789472
918	1.088565148
919	1.088082494
920	1.08704764
921	1.085844759
922	1.084458557
923	1.084032321
924	1.08255468
925	1.081901409
926	1.079764623
927	1.078247195
928	1.077348634
929	1.075704704
930	1.075273823
931	1.074185888
932	1.072525976
933	1.071079015
934	1.06924294
935	1.067747097
936	1.067506932
937	1.065642631
938	1.063670215
939	1.062359134
940	1.060945048
941	1.059091565
942	1.058890639
943	1.058523511
944	1.057284324
945	1.055296301
946	1.053285612
947	1.052775536
948	1.051118897
949	1.049800915
950	1.048538042
951	1.046929034
952	1.045998861
953	1.044113135
954	1.042958371
955	1.042055979
956	1.04013472
957	1.03861427
958	1.037983137
959	1.037596462
960	1.037148719
961	1.035476125
962	1.034577557
963	1.03310356
964	1.031062359
965	1.029930658
966	1.029314554
967	1.027375589
968	1.025564544
969	1.024056019
970	1.023052944
971	1.021509796
972	1.020445195
973	1.019307337
974	1.018457672
975	1.016765282
976	1.015417735
977	1.014212221
978	1.014015149
979	1.012861066
980	1.011989046
981	1.010596008
982	1.00867736
983	1.008168967
984	1.006596126
985	1.005788892
986	1.003822261
987	1.002386793
988	1.001435979
989	1.000746916
990	0.9989414911
991	0.9975093267
992	0.996752056
993	0.9952083873
994	0.993356991
995	0.9917740569
996	0.9915553664
997	0.9897479059
998	0.989250138
999	0.9874150664
